cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
2,1,129,501,0,0,0,0,0,7,1,11,2022-04-30,22:58:50
0,0,129,509,0,0,0,0,1,8,1,11,2022-04-30,22:58:51
1,0,136,516,0,0,0,0,0,7,1,11,2022-04-30,22:58:52
0,0,132,503,0,0,0,0,0,7,1,11,2022-04-30,22:58:53
1,1,139,523,0,0,12,2,1,8,1,11,2022-04-30,22:58:54
1,0,126,517,0,0,0,0,0,7,1,10,2022-04-30,22:58:55
0,0,118,487,0,0,0,0,0,2,0,4,2022-04-30,22:58:56
1,1,125,485,0,0,0,0,1,8,1,11,2022-04-30,22:58:57
1,0,141,513,0,0,0,0,0,7,1,11,2022-04-30,22:58:58
1,0,128,518,0,0,12,2,1,9,1,12,2022-04-30,22:58:59
1,1,136,514,0,0,0,0,1,9,1,11,2022-04-30,22:59:00
16,1,162,636,0,0,0,0,0,7,1,11,2022-04-30,22:59:01
1,0,138,513,0,0,0,0,0,7,1,11,2022-04-30,22:59:02
1,1,131,513,0,0,0,0,1,8,1,11,2022-04-30,22:59:03
0,0,140,521,0,0,16,2,0,7,1,11,2022-04-30,22:59:04
1,1,139,514,0,0,0,0,0,7,1,11,2022-04-30,22:59:05
1,0,145,529,0,0,0,0,1,8,2,11,2022-04-30,22:59:06
1,1,128,512,0,0,0,0,0,7,1,11,2022-04-30,22:59:07
0,0,139,519,0,0,0,0,0,7,1,11,2022-04-30,22:59:08
1,0,138,522,0,0,16,3,1,8,1,11,2022-04-30,22:59:09
1,1,142,513,0,0,0,0,0,7,1,11,2022-04-30,22:59:10
1,0,131,510,0,0,0,0,0,7,1,11,2022-04-30,22:59:11
1,1,141,514,0,0,0,0,1,8,1,11,2022-04-30,22:59:12
1,0,132,499,0,0,0,0,0,7,1,11,2022-04-30,22:59:13
0,0,149,534,0,0,24,5,0,7,1,11,2022-04-30,22:59:14
2,1,138,523,0,0,0,0,1,8,1,11,2022-04-30,22:59:15
0,0,136,501,0,0,0,0,0,7,1,11,2022-04-30,22:59:16
2,1,133,507,0,0,0,0,0,7,1,11,2022-04-30,22:59:17
1,0,131,525,0,0,0,0,1,8,1,11,2022-04-30,22:59:18
0,0,129,514,0,0,12,2,0,7,1,11,2022-04-30,22:59:19
0,0,139,507,0,0,0,0,0,7,1,11,2022-04-30,22:59:20
2,1,136,529,0,0,0,0,1,8,1,11,2022-04-30,22:59:21
0,0,136,505,0,0,0,0,0,7,1,10,2022-04-30,22:59:22
1,0,115,481,0,0,0,0,0,2,0,4,2022-04-30,22:59:23
0,0,133,512,0,0,12,2,1,7,1,10,2022-04-30,22:59:24
0,0,130,504,0,0,0,0,0,7,1,11,2022-04-30,22:59:25
2,1,141,520,0,0,0,0,0,7,1,11,2022-04-30,22:59:26
0,0,133,509,0,0,0,0,1,8,1,11,2022-04-30,22:59:27
0,0,139,531,0,0,0,0,0,7,2,11,2022-04-30,22:59:28
0,0,147,523,0,0,12,2,1,8,1,12,2022-04-30,22:59:29
1,0,135,508,0,0,0,0,1,8,1,11,2022-04-30,22:59:30
2,0,131,515,0,0,0,0,0,7,1,11,2022-04-30,22:59:31
1,0,134,516,0,0,0,0,0,7,1,11,2022-04-30,22:59:32
1,1,129,498,0,0,0,0,1,8,1,11,2022-04-30,22:59:33
1,0,142,515,0,0,48,3,0,7,1,11,2022-04-30,22:59:34
1,0,133,527,0,0,0,0,0,7,1,11,2022-04-30,22:59:35
0,0,138,510,0,0,0,0,1,8,1,11,2022-04-30,22:59:36
1,0,135,503,0,0,0,0,0,7,1,11,2022-04-30,22:59:37
0,0,137,521,0,0,0,0,0,7,1,11,2022-04-30,22:59:38
1,0,146,530,0,0,24,2,1,8,1,11,2022-04-30,22:59:39
0,0,133,502,0,0,0,0,0,7,1,11,2022-04-30,22:59:40
1,1,136,508,0,0,0,0,0,7,1,11,2022-04-30,22:59:41
